app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
394360,0,0,05-10-2022,1,175.4,13555840,340
284160,0,0,3/30/2021,1,39.5,13617475,341
252490,0,0,5/27/2022,1,622,13629805,342
730,0,0,01-04-2021,,641.2,13752328,343
489830,9,3,10/16/2017,,126.1,13946416,344
1361210,0,0,11/27/2022,1,45.4,14087206,345
271590,0,0,11/19/2019,1,272.5,14126252,346
304390,0,0,2/26/2020,1,8,14135928,347
218620,0,0,06-12-2017,1,33.2,14160033,348
730,0,0,07-12-2021,1,755.6,14246471,349
233860,0,0,1/26/2022,1,28.7,14257978,350
397540,0,0,04-04-2020,,39.2,14274261,351
1174180,0,0,02-01-2021,1,433.9,8606525,352
1172620,0,0,5/14/2022,1,56.4,13625526,353
648800,0,0,11-05-2022,1,5,79994,354
1938090,0,0,12-02-2022,1,302.2,188838,355
1244460,0,0,11-11-2021,1,51.3,234870,356
289070,7,0,02-11-2019,,1.5,316788,357
255710,0,0,6/18/2021,1,0.4,331537,358
244850,0,0,6/29/2022,1,58.5,376523,359
376210,0,0,1/31/2021,1,73.9,850928,360
1943950,0,0,10-08-2022,1,4.7,867064,361
107410,0,0,06-06-2016,1,492.1,908103,362
377160,0,0,07-06-2020,1,443.7,1049325,363
1172470,0,0,01-09-2021,1,36.1,1194057,364
381210,4,0,1/23/2018,,134.7,1208568,365
1250410,0,0,8/25/2020,1,391.6,1258989,366
1174180,0,0,01-10-2020,1,279.6,1326101,367
1086940,0,0,10-11-2020,1,122.3,1361778,368
216150,64,3,6/24/2017,1,420.9,1368662,369
107410,0,0,4/14/2020,1,504.9,1402396,370
1332010,0,0,7/19/2022,1,3.4,1502031,371
1203220,0,0,8/17/2021,1,47.4,1606955,372
1174180,0,0,10-10-2022,1,284.3,1622767,373
431960,0,0,6/19/2022,1,8.4,1639165,374
397540,0,0,6/22/2021,1,54.5,1844428,375
275850,0,0,7/17/2020,1,47.5,1978160,376
1144200,0,0,5/30/2022,1,36.6,2075717,377
250900,0,0,11/24/2016,1,666.6,2205346,378
252490,0,0,11/24/2022,1,54.6,2268180,379
438100,0,0,5/27/2022,1,9.8,2379652,380
250900,0,0,02-09-2022,1,579.4,2511774,381
261550,0,0,05-07-2021,1,181,2541054,382
1919590,8,0,09-09-2022,,3.2,2591547,383
703080,0,0,12/20/2020,1,492,2622219,384
252490,0,0,02-02-2022,1,238.4,2641879,385
1144200,0,0,02-03-2022,1,19.3,2876823,386
1196590,0,0,10/16/2022,1,16.4,2909043,387
518790,2,0,08-02-2019,1,18.4,3003185,388
570,12,3,3/31/2021,1,103.7,3037714,389
635260,0,0,07-07-2022,,0.1,3046957,390
304390,0,0,11-09-2020,,493.3,3090675,391
394360,0,0,5/25/2018,1,744.4,3109614,392
1174180,0,0,01-05-2022,1,23.7,3292704,393
730,2,0,07-04-2019,1,837.8,3348165,394
374320,0,0,3/21/2021,1,77.9,3372148,395
244210,0,0,11/29/2021,1,85.7,3492882,396
1203220,0,0,4/13/2022,1,566.7,3505285,397
218620,244,5,10/15/2015,,16.4,3586930,398
105600,0,0,11-08-2021,1,790.7,3645812,399
252490,0,0,8/26/2022,,296.7,3890932,400
570,0,0,2/25/2022,1,218.5,4014143,401
306130,0,0,12-07-2018,1,217.5,4398058,402
250900,4,4,09-01-2018,,247,4676488,403
1599340,0,0,03-08-2022,1,202.5,4780843,404
546560,2,0,11/13/2020,1,11.9,4856232,405
1222140,0,0,09-10-2022,1,21.1,4895077,406
435150,0,0,01-08-2020,1,185.7,4926472,407
292030,5,0,6/30/2015,,20.7,5013474,408
599140,0,0,4/15/2020,1,36.1,5024534,409
250900,0,0,12-06-2021,1,756.5,5123315,410
270880,0,0,2/14/2016,1,21,5200367,411
107410,2,0,01-10-2015,1,982.1,5277956,412
107410,0,0,11/26/2019,1,53.1,5290884,413
292030,0,0,4/23/2017,1,87.4,5317109,414
227300,2,0,12/21/2014,1,130.9,5364714,415
359550,0,0,5/16/2018,1,101.7,5742448,416
1938090,0,0,12/22/2022,,192.8,5929717,417
1824220,0,0,12/18/2022,1,27.4,5970076,418
613100,0,0,5/18/2018,,0.2,6051114,419
238960,0,0,11/23/2018,1,8.5,6143932,420
306130,0,0,11/25/2016,1,69.4,6170965,421
435150,83,0,12/15/2017,1,199.9,6334645,422
1794680,0,0,11/25/2022,1,2.9,6383291,423
489830,6,0,2/17/2017,1,99.2,6429226,424
275850,0,0,10-10-2020,1,13.6,6484333,425
239030,0,0,2/16/2016,1,9,6542563,426
620980,0,2,7/31/2020,1,18.5,6642770,427
218620,2,0,4/13/2018,,0.2,6671338,428
526870,0,0,9/19/2020,1,187,6849203,429
230410,0,0,12-03-2016,1,10.2,6982610,430
1250410,0,0,11/23/2022,1,40.5,6982679,431
39210,0,0,08-03-2021,1,169.4,7081117,432
275850,0,0,8/14/2016,1,61.8,7152739,433
686810,2,0,08-06-2019,1,33.6,7370339,434
306130,0,0,11/27/2021,1,41.5,7498379,435
377160,0,0,11/23/2017,1,29.5,7516292,436
394360,0,0,4/19/2021,1,544,7520804,437
275850,13,0,10/30/2017,1,17.3,7531028,438
730,3,0,5/21/2016,1,81.9,7614491,439
509980,0,0,2/29/2020,1,20.8,7617602,440
289070,0,0,1/24/2022,1,48,7623682,441
266410,0,0,10/30/2015,1,157,7654118,442
534380,0,0,02-07-2022,1,28.5,7688800,443
570,2,0,12/22/2015,1,408.7,7813401,444
304390,2,0,4/25/2019,1,271.1,7928796,445
1174180,0,0,3/25/2020,1,65.4,7996300,446
218620,0,0,04-02-2020,1,46.4,8042601,447
1174180,0,0,11-06-2021,1,42.1,8162614,448
270880,0,0,7/30/2022,1,4.4,8177144,449
377160,0,0,2/20/2021,,154.9,8473070,450
1245620,0,0,03-03-2022,1,133.8,8546446,451
1174180,7,0,9/26/2020,1,5.3,8710543,452
620980,0,0,06-09-2022,1,220.6,8821200,453
107410,0,0,12/20/2013,1,158.4,8949080,454
1938090,0,0,12-04-2022,,150,8951161,455
632360,0,0,04-01-2021,1,207.4,8959707,456
730,3,0,01-06-2019,1,712.9,9008130,457
261550,0,0,11/26/2022,1,4.8,9114622,458
1158310,0,0,9/19/2020,1,89.1,9286830,459
381210,2,0,9/24/2018,1,679.3,9357462,460
397540,0,0,07-09-2020,1,92,9375025,461
1426210,0,0,12/22/2021,1,14.6,9381640,462
686810,0,0,11/23/2021,1,56.9,9634444,463
435150,0,0,6/30/2019,1,230.9,9732714,464
236390,0,0,02-08-2021,1,37.5,10076003,465
546560,0,0,7/19/2022,1,18.7,10120440,466
311210,0,0,11-06-2015,,1.2,10136544,467
291550,0,0,12/26/2020,1,14.4,10493048,468
236390,0,0,09-12-2018,1,975.7,10608298,469
289070,0,0,6/27/2021,,332,10715282,470
218620,6,0,10/17/2015,,7.4,10739986,471
236390,12,0,12/21/2020,,162.6,10784605,472
105600,0,0,7/13/2021,1,194.2,10845772,473
570,3,0,6/22/2014,1,445.1,10909315,474
1290000,0,0,11/27/2021,1,25.3,11002615,475
730,0,0,5/24/2020,1,929,11022270,476
304390,5,0,08-06-2020,,5.1,11024894,477
291550,0,0,12-11-2021,,912.3,11068971,478
251570,2,0,04-01-2017,1,571,11350275,479
250900,0,0,5/19/2022,1,472.8,13953811,480
440900,0,0,4/19/2021,1,193.2,13962823,481
552500,0,0,08-01-2020,1,895.3,13973024,482
304390,0,0,6/25/2021,1,114.5,14110752,483
239030,0,0,11/19/2015,1,68.8,14131302,484
1091500,3,0,12-12-2020,,46.6,14135485,485
613100,0,0,9/19/2020,1,208.3,14204451,486
1174180,0,0,12/26/2022,1,169.6,14259988,487
244850,0,0,01-09-2020,1,849.3,8498072,488
105600,0,0,05-12-2019,1,669.6,14002152,489
346110,0,0,8/27/2015,1,308.1,87211,490
108600,392,165,7/18/2022,1,300.2,141251,491
107410,0,0,6/25/2014,1,269.3,183957,492
236390,0,0,12/22/2019,1,36.3,413085,493
582660,0,0,07-06-2021,,137.7,598930,494
250900,0,0,9/16/2018,1,175.4,651901,495
1144200,0,0,12/27/2021,1,14.3,730851,496
440900,0,0,12/27/2019,1,8.5,814487,497
275850,0,0,11-02-2021,1,9.5,902156,498
976730,0,0,3/29/2020,1,29.7,955479,499
230410,1494,1253,12-04-2015,1,109.3,1058552,500
1938090,0,0,11/22/2022,,17.5,1072234,501
108600,0,0,09-10-2022,1,337.1,1091691,502
730,2,0,4/15/2020,1,712.4,1472426,503
1599340,0,0,3/15/2022,1,364,1513974,504
1174180,0,0,9/14/2022,1,17,1736086,505
397540,0,0,1/14/2021,,162,1818826,506
22380,0,0,04-12-2021,1,222.5,1945741,507
1172620,0,0,5/28/2021,1,57.7,1987954,508
620980,0,0,5/28/2021,1,41.6,2167098,509
311210,0,0,08-03-2021,1,104.3,2323347,510
39210,0,0,07-10-2021,1,5.8,2349090,511
620980,0,0,3/15/2021,1,72.3,2464364,512
275850,0,0,04-02-2020,1,43.7,2550967,513
1419170,0,0,12-12-2022,1,3.1,2797658,514
304390,0,0,3/14/2021,,5.6,2906814,515
238960,0,0,06-01-2015,1,437.5,2947479,516
1286680,0,0,7/23/2022,1,29.7,2984404,517
582010,0,0,7/24/2022,1,138,2996064,518
1290000,0,0,9/16/2021,1,22.7,3200886,519
275850,0,3,2/17/2020,1,13.4,3205006,520
976730,0,0,6/18/2020,1,15.2,3251630,521
594650,0,0,10/14/2022,1,183.8,3324182,522
1250410,0,0,09-03-2022,1,35.3,3444018,523
311210,2,0,2/26/2016,,33.8,3515107,524
1172620,0,0,2/15/2022,1,35.7,3665154,525
767560,0,0,12/23/2022,,32.2,3841873,526
1599340,2,0,06-11-2022,,648.5,4015901,527
1286830,0,0,10/21/2020,1,116,4029359,528
233860,0,0,8/19/2021,1,808.7,4051532,529
1144200,0,2,12/28/2021,1,34.5,4239744,530
814380,0,0,7/25/2022,1,84.7,4327547,531
534380,0,0,02-04-2022,1,61.3,4362749,532
377160,0,0,12-07-2019,,90.5,4412188,533
526870,0,0,07-08-2022,1,81.2,4426357,534
397540,9,0,06-10-2022,,72.4,4490382,535
252490,0,0,06-04-2015,,46.7,4555864,536
238960,0,0,03-02-2020,1,269.5,4575442,537
376210,35,15,08-02-2022,1,388.9,4585516,538
397540,3,0,08-10-2022,1,94,4628115,539
