user_id,products,reviews
6174599,292,5
6175957,924,1
6176839,26,1
6177859,350,2
6179724,326,10
6181413,967,11
6187698,31,1
6192619,37,1
6197342,581,1
6197959,739,3
6198772,330,5
6199018,45,1
6199333,240,1
6206293,13,1
6209076,322,1
6210182,401,3
6215026,145,5
6215783,912,30
6220418,398,5
6223066,185,1
6227112,35,2
6229178,87,1
6231176,81,2
6231543,35,1
6235222,157,4
6236947,558,2
6239798,130,1
6240181,154,1
6240323,76,1
6242556,136,4
6246964,163,5
6249725,83,0
6250732,526,1
6251079,751,1
6251088,3074,1
6253769,530,1
6255440,288,8
6256219,95,2
6256778,48,1
6256878,1379,1
6261037,106,1
6261951,635,2
6263163,839,2
6263669,531,1
6264635,319,3
6267003,1211,3
6267957,64,1
6270433,202,2
6272361,75,1
6276474,486,1
6276792,345,8
6280908,327,1
6288221,743,4
6290528,250,1
6293116,158,6
6298841,31,2
6301441,119,2
6303592,30,1
6308158,37,2
6308396,172,1
6312934,291,1
6314173,145,3
6319507,131,1
6323892,356,1
6325262,596,6
6333070,344,2
6334532,176,2
6334945,884,14
6336178,631,1
6338536,56,3
6344814,261,14
6354250,134,1
6362577,167,1
6374318,353,10
6374571,39,1
6376559,80,1
6377388,407,2
6380146,307,37
6380705,148,0
6382984,222,4
6384471,425,2
6384784,38,1
6388388,232,2
6392497,174,2
6392858,168,4
6392996,146,1
6396601,330,1
6398282,314,1
6399402,259,1
6399436,97,3
6404403,283,1
6404610,353,1
6409969,582,4
6410860,177,1
6411464,92,1
6415017,125,1
6415396,3531,146
6419527,5043,4
6420163,213,2
6420344,334,1
6424967,182,3
6425703,100,1
6434738,133,1
6448089,139,3
6449869,208,3
6451301,250,2
6452657,111,1
6452906,39,1
6455434,256,2
6462035,120,1
6463391,46,1
6465156,10,1
6465513,29,1
6470699,80,0
6487177,113,1
6492668,564,2
6497270,224,6
6498167,105,1
6501618,143,2
6503613,76,2
6509024,423,4
6509059,364,3
6510272,420,2
6512089,90,1
6513756,402,3
6515347,168,2
6518250,182,1
6519897,119,2
6531758,76,3
6541916,83,1
6543182,316,0
6544379,134,2
6546410,107,7
6548635,271,1
6550845,312,1
6553257,155,1
6563528,12,2
6563836,40,1
6574261,453,2
6577085,79,2
6588272,151,1
6591503,78,1
6593299,281,1
6599075,204,1
6599136,705,1
6602728,374,4
6607448,380,1
6609690,941,24
6610750,45,1
6611248,290,6
6614735,354,1
6615005,267,1
6618090,241,5
6628240,96,2
6630082,444,16
6633209,125,1
6634087,191,1
6634461,22,1
6635009,68,1
6641350,307,7
6641421,366,4
6647606,250,2
6649756,147,1
6650719,56,1
6652765,97,5
6656616,116,1
6658687,140,1
6659249,346,4
6662214,118,3
6662599,80,2
6664793,476,1
6666044,298,4
6669226,170,5
6669352,27,5
6669884,103,4
6674120,298,2
6675316,163,1
6676395,323,4
6681829,65,3
6688439,990,6
6690281,495,61
6691209,82,2
6695355,374,29
6696316,325,6
6708283,349,11
6709102,165,1
6713231,31,1
6716667,414,22
6717235,157,7
6717546,95,1
6720090,181,1
6720532,99,1
6721464,208,1
6722109,61,1
6723370,502,3
6725087,172,1
6727641,180,1
6731886,508,1
6732291,173,1
6738571,363,3
6739204,265,4
6740373,157,6
6742365,2752,10
6743783,22,1
6749062,388,1
6749799,1668,2
6750033,400,11
6750340,505,1
6751552,479,32
6755369,234,2
6755633,234,1
6755933,10,1
6756244,67,1
6757311,41,1
6760827,151,1
6763292,191,2
6764327,150,1
6766109,73,1
6768265,490,2
6773070,184,1
6776638,1388,2
6778179,95,0
6778827,331,3
6781867,547,1
6785304,379,1
6785963,244,1
6786574,174,1
6788738,191,5
6789319,528,1
6790371,77,1
6791163,103,2
6793990,321,0
6794094,84,3
6795885,421,1
6804577,57,1
6804807,299,2
6805824,707,8
6807395,140,4
6807480,167,1
6809648,375,1
6811367,71,1
6811462,460,1
6812965,122,1
6815241,83,2
6815524,301,7
6816333,50,1
6816810,122,1
6819343,442,3
6823594,164,2
6828720,878,2
6832391,566,4
6833543,183,1
6839073,554,8
6842382,310,3
6842716,1381,7
6848985,60,1
6849017,5182,40
6849236,37,1
6849560,88,2
6850008,200,2
6851714,570,1
6853116,221,2
6853129,673,6
6857367,16,1
6862300,400,10
6866289,37,2
6867097,107,1
6869265,261,1
6870267,67,1
6876933,498,3
6877924,2337,1
6878257,338,1
6879645,54,1
6881073,184,1
6885369,501,9
6886487,18,1
6889518,82,1
6890587,273,2
6891694,353,27
6893408,164,6
6895234,36,0
6896431,1832,1
6896639,79,3
6899047,123,1
6901496,258,3
6909893,327,1
6916822,100,1
6917920,234,1
6917983,160,1
6920665,796,2
6928257,306,6
6928519,92,2
6933066,108,1
6939903,530,1
6940249,63,3
6942947,2555,8
6945674,500,9
6946421,237,1
6948076,77,1
6949909,459,7
6951000,208,1
6951990,167,6
6953451,337,1
6955108,327,3
6955129,142,6
6955741,71,1
6956670,199,2
6957404,407,1
6961028,651,2
6961795,64,3
6962300,136,3
6962436,307,2
6967602,166,4
6982692,462,4
6983453,47,1
6983942,148,1
6984812,953,7
6986571,223,12
6989001,77,1
6989758,148,1
6994448,311,1
6998192,132,1
7004245,285,14
7004536,1145,7
7004891,428,13
7015249,668,11
7022871,225,1
7029297,109,2
7037113,148,2
7044194,158,3
7061013,555,1
7066467,488,6
7067212,83,1
7067956,62,1
7069932,274,1
7072792,78,1
7074732,130,1
7084169,248,1
7084472,96,4
7090124,411,12
7092214,53,1
7098667,166,1
7099559,178,8
7103916,256,1
7103976,158,17
7104152,683,2
7106877,186,1
7108308,171,1
7109068,161,1
7109209,20,1
7109829,94,1
7109960,570,4
7110313,140,1
7111059,2063,65
7111478,522,1
7112926,218,4
7113808,34,1
7116799,460,1
7119419,27,1
7127703,158,1
7128287,186,1
7131692,452,1
7132865,654,2
7134556,34,1
7134785,289,4
7135321,279,1
7137054,167,2
7138103,95,3
7142565,12,1
7143326,50,10
7145433,124,1
7146030,256,2
7147060,850,8
7148492,278,3
7151170,85,7
7153228,721,3
7154028,229,1
7155693,388,1
7155943,154,1
7157496,114,22
7158647,209,2
7158939,153,0
7163842,96,1
7164290,208,3
7165542,501,3
7166371,753,2
7168007,124,0
7169937,66,1
7171491,87,1
7173402,252,2
7174811,596,2
7176563,1383,3
7176881,798,2
7177818,253,3
7185519,113,1
7195142,296,7
7195376,151,2
7205575,118,1
7208346,443,4
7212252,203,1
7215085,51,2
7222613,732,4
7224273,36,2
7226239,421,11
7227349,188,2
7228013,109,1
7229585,196,1
7233564,213,1
7234912,230,5
7234970,14,1
7236580,276,2
7236753,61,3
7241048,250,1
7241090,75,2
7242088,301,1
7242923,304,1
7243356,24,2
7244375,79,1
7244811,123,2
7246756,82,1
7247533,141,2
7248252,321,1
7253053,9,1
7254427,167,4
7265544,295,7
7266639,171,1
7272311,130,1
7272914,157,1
7273208,149,1
7273363,1995,32
7277562,244,1
7281309,521,2
7283060,258,1
7283511,418,7
7283813,1343,17
7285545,1291,13
7287498,79,1
7289302,113,1
7291751,208,1
7293100,55,1
7296878,58,3
7299186,47,1
7299314,124,3
7300999,81,3
7302482,307,4
7309050,527,1
7309622,5,1
7310426,20,1
7311897,1719,23
7315887,327,8
7315982,48,1
7316912,1242,9
7319204,77,1
7319294,634,1
7324260,528,5
7325033,542,3
7331320,258,12
7334938,95,1
7337358,151,2
7348212,97,1
7348272,937,3
7348891,2050,27
7350331,274,1
7350489,580,1
7350602,350,23
7350834,51,1
7353712,83,3
7355818,170,1
7356344,245,4
7357027,431,2
7359283,315,11
7359702,99,0
7361648,236,1
7362024,449,1
7363022,1139,1
7368991,52,1
7369115,79,2
7369310,167,1
7369311,238,3
7372066,205,1
7372486,112,2
7373465,77,1
7374664,274,1
7375247,1689,7
7376907,754,26
7376955,92,5
7377905,649,9
7378434,209,1
7379147,147,1
7379549,474,3
7379875,373,3
7380079,266,12
7380510,63,2
7382001,20,1
7382098,50,4
7382126,121,0
7382172,114,2
7383429,63,2
7383443,122,2
7384173,430,4
7384794,895,3
7386906,328,4
7388711,609,2
7389060,5023,0
7389859,148,2
7390845,57,3
7392434,439,1
7393135,47,1
7397966,295,0
7399599,170,1
7399811,40,1
7401579,150,3
7402175,102,1
7403077,298,3
7403612,11,1
7404038,560,2
7407513,29,1
7408421,182,1
7408592,51,1
7409962,755,1
7410010,323,2
7410538,490,3
7410719,178,1
7410992,849,4
7411868,256,2
7412129,935,2
7412359,418,1
7413006,569,1
7413022,219,1
7413667,267,1
7413933,23,1
7414070,207,1
7414117,50,2
7414310,137,1
7414535,244,3
7415462,273,1
7416012,1363,1
7416586,107,1
7417130,781,6
7417956,196,2
7418214,14,3
7418902,125,2
7420134,32,1
7421951,75,1
7422057,891,4
7422169,163,1
7424053,558,3
7424747,52,3
7429364,31,1
7431985,284,2
7433356,628,1
7436546,138,1
7437017,94,16
7438625,100,1
7440487,871,2
7441331,514,1
7441951,569,10
7442764,400,4
7443521,35,1
7443841,735,6
7443927,469,3
7443996,13,1
7444450,307,3
7444670,65,11
7445142,501,1
7445748,199,3
7445787,556,1
7446851,36,1
7447077,603,5
7447151,318,8
7448002,108,1
7449926,294,1
7450301,17,1
7451336,83,1
7453040,284,2
7453289,111,2
7453704,253,4
7455025,112,1
7458871,209,1
7459730,97,1
7462803,77,1
7464119,764,1
7465111,259,101
7465500,342,6
7466822,39,1
7467033,803,17
7467177,61,1
7467299,566,2
7467924,88,1
7468219,51,1
7469147,202,1
7469601,282,2
7470372,691,13
7470848,165,5
7472522,1542,1
7474539,126,12
7475122,26,1
7478188,392,18
7479221,120,1
7479615,150,6
7481070,113,1
7484976,236,3
7485556,71,3
7486519,52,3
7489372,239,11
7489833,410,6
7492558,170,1
7492794,91,2
7493900,45,3
7494915,606,5
7495436,26,4
7495782,130,1
7497301,313,1
7497345,172,1
7500464,202,3
7501498,333,3
7503295,489,1
7504669,29,1
7505865,312,1
7506220,203,2
7507633,55,1
7507913,1314,6
7513935,79,1
7516477,451,1
7517221,427,14
7517771,629,6
7518327,529,2
7518990,212,6
7519818,205,0
7522438,753,8
7523526,155,1
7528033,304,1
7528427,72,1
7529095,26,1
7529953,122,2
7530444,230,7
7532816,98,2
7538331,93,1
7541247,33,1
7545353,4,1
7546778,143,11
7551924,732,4
7556225,64,3
7557208,172,1
7557578,41,2
7558723,164,16
7561402,275,2
7563166,237,2
7567757,116,2
7567981,61,1
7570138,710,20
7571400,262,1
7571714,948,6
7572711,32,0
7572762,192,5
7572788,514,2
7575180,632,2
7575462,132,1
7576623,111,4
7578374,142,2
7579920,207,1
7580892,126,2
7582036,168,1
7582079,434,4
7582273,55,1
7582394,71,1
7583764,143,7
7585381,400,5
7586372,161,1
7587219,222,0
7592418,40,1
7593514,339,1
7596900,290,4
7598827,349,6
7599108,104,1
7602345,229,6
7606183,429,1
7606957,501,1
7607363,121,1
7607785,107,3
7607941,235,1
7608606,310,4
7608934,48,2
7610404,513,1
7611782,502,1
7614324,790,13
7621747,140,2
7623770,548,1
7624760,328,2
7625712,289,2
7627919,37,1
7627920,389,2
7631320,242,13
7632252,18,0
7632527,355,1
7635066,646,25
7635194,201,4
7636031,245,1
7636798,678,6
7637099,334,9
7639857,284,1
7640164,487,1
7640172,178,18
7642029,172,1
7642754,302,6
7643035,2009,98
7644823,148,2
7646725,13,1
7649305,152,2
7650176,210,1
7653494,186,1
7653804,787,4
7655305,12,1
7656157,79,2
7657562,49,3
7657758,1522,28
7658156,1709,31
7660008,412,3
7661039,344,13
7664900,199,9
7665058,262,1
7671265,47,0
7671468,841,4
7672689,274,3
7673411,146,1
7676944,65,3
7680385,6809,4
7683924,52,2
7684028,938,7
7687052,48,2
7688081,242,2
7691597,472,23
7695743,160,1
7697008,830,1
7697677,103,1
7698457,39,1
7701732,329,6
7705683,439,1
7706923,203,1
7708793,171,1
7710530,49,3
7714312,15,1
7717266,179,2
7718159,209,1
7719693,557,1
7720042,240,1
7734185,709,3
7736807,164,16
7742663,229,1
7742683,112,2
7746644,177,8
7747372,266,7
7750218,57,1
7754819,24,1
7755082,190,3
7759542,599,8
7760258,238,7
7760663,535,2
7761294,171,1
7764398,1320,5
7765302,119,2
7767224,195,2
7767647,347,3
7769277,383,4
7772075,30,1
7775536,171,1
7785031,567,7
7787143,141,1
7787288,34,2
7792847,124,1
7802677,20,1
7806131,19,1
7809964,119,1
7810596,384,5
7813878,84,1
7814176,87,1
7814481,442,1
7815792,31,1
7816355,736,0
7816814,277,1
7821533,314,6
7824515,569,2
7824848,197,1
7825962,211,1
7826196,454,3
7828822,736,2
7840276,18,13
7843317,218,1
7846928,168,3
7847234,2036,27
7848878,240,1
7854206,158,1
7854286,60,1
7858680,285,2
7864086,94,1
7865508,43,1
7865831,856,2
7867064,34,1
7868532,31,1
7872046,326,1
7873801,12,1
7874363,150,1
7879915,351,1
7884949,92,1
7887096,118,1
7889340,553,1
7889550,185,2
7890832,112,3
7892465,246,1
7893501,42,1
7894674,9,1
7899129,403,11
7900846,269,1
7901139,145,8
7902549,100,1
7908426,116,2
7913619,43,1
7913717,320,2
7914026,39,1
7919078,21,1
7919836,725,2
7922172,151,1
7928108,54,2
7929614,150,2
7932986,422,1
7933482,430,5
7933687,154,2
7933753,3452,2
7934622,361,1
7934754,552,14
7935095,1036,1
7936432,211,1
7938717,43,1
7938947,27,1
7939548,506,6
7939663,39,1
7941328,891,5
7941443,122,1
7942819,2855,1
7944065,140,1
7944346,232,2
7944864,149,1
7946403,71,1
7947587,1118,46
7948440,206,1
7948658,184,1
7949688,204,11
7949877,286,4
7954327,499,2
7955602,9,2
7957770,207,3
7958561,333,4
7961559,214,6
7964210,123,1
7964294,638,2
7966578,201,5
7968471,626,1
7969491,1436,2
7971243,71,1
7972973,35,1
7974000,72,1
7974112,203,1
7976448,37,3
7980210,72,3
7981262,195,1
7981294,55,3
7981674,383,1
7987463,312,27
7988005,124,14
7991334,74,3
7992259,164,1
7993527,565,6
7994135,111,2
7994185,275,3
7994473,93,2
7994570,193,2
7994746,259,4
7994772,109,1
7994831,47,2
7995212,94,6
7995287,1134,1
7995462,56,1
7996091,31,1
7996423,63,1
7997949,319,4
8003952,131,3
8005628,572,20
8007529,33,12
8008133,196,2
8009219,18,1
8012938,20,1
8013479,435,3
8015430,156,1
8022803,284,2
8023013,666,5
8027679,261,1
8028274,319,16
8028383,187,2
8032454,148,1
8040850,75,1
8041825,262,2
8042282,153,3
8042592,108,3
8044145,47,0
8056822,49,2
8064670,15,2
8068264,1029,2
8071647,163,4
8074499,23,1
8077052,348,2
8077085,322,1
8078514,75,2
8079801,101,1
8081600,29,1
8083145,73,1
8085235,665,2
8088221,405,1
8089223,84,2
8089443,78,1
8090906,938,9
8091570,54,1
8092706,431,4
8093563,239,5
8097138,225,3
8097761,134,1
8097852,184,4
8099214,377,5
8101142,51,1
8101710,381,1
8101841,458,11
8105916,637,3
8106700,23,1
8117636,53,1
8118796,155,3
8119380,39,1
8119626,576,7
8122926,237,1
8126208,338,12
8126553,87,1
8128964,718,9
8130970,180,2
8131854,251,2
8135525,159,6
8135618,103,1
8136125,343,2
8136982,235,2
8137889,5,3
8140667,282,2
8141143,9,2
8141160,158,1
8141541,163,4
8144519,161,1
8145180,182,1
8146903,166,1
8151117,93,1
8151368,67,2
8151642,287,2
8152353,81,3
8155442,155,10
8155993,136,1
8157387,56,3
8157643,469,12
8158082,101,5
8159685,239,1
8161291,98,2
8163325,431,1
8164807,269,4
8169085,12,1
8170842,111,3
8171205,224,1
8172939,99,1
8178740,422,4
8181991,228,1
8182867,860,1
8186568,211,1
8186966,465,18
8188426,130,1
8189842,101,1
8190093,314,4
8191778,152,1
8192495,148,1
8195585,224,1
8196772,1361,9
8199098,822,7
8200212,209,1
8200935,82,1
8201956,112,1
8203255,436,10
8203345,146,1
8204293,297,1
8205554,119,2
8207233,170,1
8209139,231,1
8210893,191,1
8210904,103,1
8212977,444,12
8213324,165,1
8213516,293,2
8214689,258,1
8214711,362,12
8214877,34,1
8215191,351,1
8217647,140,4
8217816,92,1
8220905,202,1
8225770,155,1
8229083,25,1
8229585,177,1
8229651,364,1
8231504,289,2
8232808,33,1
8234959,933,4
8237744,488,1
8239996,345,1
8242904,108,1
8242999,2161,7
8252452,175,5
8256753,523,4
8260255,574,1
8260783,24,1
8262447,451,1
8264346,149,0
8264510,159,3
8267357,700,3
8267742,510,1
8267968,130,1
8270942,674,23
8271236,210,1
8273206,238,1
8274486,186,4
8276882,208,2
8277281,1117,4
8278309,151,1
8278663,2021,1
8280514,160,2
8280521,325,1
8283931,340,1
8284405,406,3
8292927,178,5
8294279,663,3
8298894,38,1
8303407,181,20
8305570,117,2
8305783,111,1
8312150,68,1
8313150,277,1
8315816,302,2
8315989,139,2
8317787,17,1
8319096,96,3
8320836,111,4
8320943,136,1
8321287,191,4
8321768,30,1
8321782,98,4
8322255,28,1
8322872,431,6
8323402,272,5
8327832,164,1
8329284,75,0
8330981,66,1
8332557,487,1
8332979,340,3
8333207,38,1
8336247,74,1
8341185,170,1
8341334,45,1
8343892,286,13
8346417,265,1
8346537,176,10
8347725,657,12
8350533,197,1
8350548,163,2
8357662,234,1
8358925,192,2
8361661,231,1
8362755,367,42
8363225,88,5
8365688,20,2
8366594,206,4
8366858,161,8
8366960,364,1
8368775,174,2
8369843,379,2
8370902,215,1
8372130,81,1
8372489,111,1
8374466,121,2
8376387,259,3
8377974,269,1
8378562,216,1
8381279,1077,3
8387045,10,1
8387546,175,1
8388371,330,3
8388882,30,1
8391295,206,1
8392104,2,1
8392431,9,1
8392487,231,4
8392645,373,3
8393550,38,1
8395127,184,2
8399848,240,4
8401806,151,5
8402586,63,1
8405036,490,5
8405400,496,1
8405594,103,3
8405973,184,1
8406391,434,12
8407681,681,6
8409431,470,1
8409864,19,1
8410362,125,1
8411319,1153,2
8411545,214,1
8411888,402,5
8412182,423,5
8412787,504,2
8413117,435,2
8413760,403,5
8414022,119,1
8414055,329,3
8415129,114,3
8417155,232,9
8418980,209,3
8419107,204,1
8419525,52,1
8420018,409,1
8420460,132,1
8421893,128,3
8422322,220,2
8423870,273,1
8424562,374,8
8425899,161,1
8427409,152,2
8427637,312,1
8428395,256,1
8430192,694,9
8430642,101,2
8432462,57,1
8432974,31,4
8433536,176,7
8435405,284,1
8437122,252,2
8437397,20,0
8438478,441,2
8439920,114,4
8441057,86,1
8442279,122,1
8442785,9,1
8443027,122,1
8443148,291,1
8444317,6,1
8447739,44,1
8449686,21,0
8450024,78,1
8451718,76,1
8452098,91,1
8452298,196,1
8453009,1054,3
8454219,92,3
8455556,645,7
8456058,479,0
8460717,235,3
8461313,169,2
8461954,25,1
8462836,314,6
8463066,31,14
8466158,64,1
8466344,388,1
8468066,15,1
8469901,303,2
8470475,233,3
8470585,272,2
8471496,290,2
8471593,134,1
8472648,389,6
8472835,41,1
8474976,219,2
8476251,332,7
8476683,330,1
8477734,5943,2
8478214,223,1
8479545,773,2
8479852,253,1
8480765,53,1
8480957,22,2
8481056,625,4
8482060,383,2
8484360,1057,2
8486532,137,1
8489153,376,4
8491886,193,8
8492278,365,8
8493621,83,1
8493639,232,1
8494914,81,2
8495342,68,1
8495837,144,5
8496465,66,0
8499201,31,2
8499703,76,3
8500539,101,1
8501984,342,3
8502019,128,1
8507199,196,4
8511435,41,1
8511479,952,8
8511679,422,1
8516415,3,2
8516880,130,3
8517507,103,3
8518553,253,1
8520204,20,1
8525708,678,1
8526624,338,3
8527855,358,2
8528460,93,1
8528492,358,1
8529330,242,3
8530839,400,6
8530859,448,9
8530887,55,4
8531192,49,1
8535425,15,1
8535971,285,4
8536306,376,2
8538587,428,1
8540291,618,1
8541379,161,5
8545400,152,2
8546581,188,5
8546654,115,1
8547085,225,1
8548562,115,1
8550413,314,1
8551827,220,1
8552513,425,2
8553211,1848,12
8555414,263,1
8555884,199,1
8556188,76,2
8557604,100,1
8557802,323,15
8560071,214,1
8560174,156,5
8560514,908,3
8563237,431,24
8564073,323,3
8564318,216,1
8565774,134,2
8566337,190,3
8567668,18,2
8567698,136,5
8568247,816,4
8571968,64,1
8572151,638,10
8572454,101,6
8573888,220,1
8574039,268,1
8575135,397,5
8576282,27,1
8579173,114,3
8579767,526,1
8580150,323,0
8580600,186,3
8582844,238,2
8584796,694,1
8589264,194,1
8589495,141,4
8591282,313,3
8591804,219,1
8593737,164,1
8593971,672,4
8594729,28,1
8597643,957,4
8599381,2061,2
8599431,171,1
8599464,288,2
8599686,178,2
8599792,2297,15
8602558,2282,1
8603091,47,1
8604211,206,1
8608530,20,1
8608835,227,1
8610182,5,1
8610399,731,4
8610761,677,4
8613466,25,1
8615188,216,2
8615288,204,1
8617455,6238,20
8618409,386,10
8621958,1202,2
8622176,578,1
8623445,377,1
8624193,44,2
8624516,340,3
8624677,183,1
8626878,1091,2
8629065,216,4
8630287,44,1
8633928,281,2
8635819,9,1
8636314,1026,5
8637969,110,1
8642262,184,1
8642358,368,16
8643765,59,5
8644610,542,1
8644918,28,1
8646077,247,3
8646404,129,2
8648956,312,2
8649814,543,67
8655602,324,2
8655766,442,1
8656542,110,5
8656552,1582,2
8657690,460,4
8658112,228,3
8659184,115,1
8659653,7,1
8660472,1120,33
8663545,275,3
8664348,1010,1
8665521,465,12
8666159,351,1
8666212,1310,8
8670654,144,35
8674738,421,3
8675267,158,1
8677273,131,25
8681617,187,1
8681639,342,13
8682268,203,4
8684904,303,1
8688795,315,1
8690491,158,0
8692480,102,1
8693394,138,1
8694656,965,1
8696891,108,2
8697501,580,1
8700429,184,1
8704730,260,1
8705324,1689,3
8706617,1443,6
8707184,558,6
8708250,109,1
8709677,106,1
8713747,112,7
8718281,164,1
8720042,544,3
8720652,1010,6
8721069,56,1
8721289,334,3
8721295,188,3
8721854,130,1
8724620,148,1
8725593,668,1
8730068,1168,1
8731006,194,3
8731282,97,1
8731905,163,7
8733233,15,1
8733377,1179,3
8734111,160,2
8734424,682,1
8735326,145,3
8735329,374,6
8735618,176,3
8738233,253,1
8738890,148,1
8739431,247,1
8742861,117,1
8744654,66,1
8744813,1125,5
8745099,26,1
8745469,480,2
8746294,237,2
8748503,250,1
8751459,71,1
8752575,72,4
8753501,29,4
8753867,33,1
8754149,153,1
8755204,137,10
8757896,522,8
8758385,968,27
8759049,45,1
8764479,152,1
8765029,391,5
8765181,114,2
8766091,330,1
8768067,231,3
8769729,370,6
8769959,147,1
8770983,1377,8
8771560,175,1
8773017,283,1
8773292,47,1
8773745,2818,25
8775039,296,9
8775445,191,1
8776155,47,1
8777068,671,3
8777932,1652,20
8778068,103,1
8779754,76,1
8779797,383,2
8784195,92,1
8784548,9,1
8784867,384,1
8787169,159,1
8787526,121,7
8790599,417,11
8793937,13,1
8794606,111,3
8798302,677,1
8799023,255,1
8799128,380,2
8802202,369,2
8802544,102,2
8803037,257,6
8808601,530,2
8809617,582,9
8812305,442,2
8818339,442,12
8820832,157,3
8824989,225,2
8827491,805,1
8831614,341,1
8833559,377,5
8835286,8,3
8835324,86,1
8836579,766,2
8837247,214,6
8838985,196,3
8843145,1275,5
8844518,730,1
8844774,53,3
8847453,172,1
8848498,86,1
8850608,138,3
8851273,1073,8
8852826,452,5
8854061,151,1
8856254,43,1
8857634,133,4
8859258,224,1
8860388,131,2
8860410,366,2
8860554,187,5
8860753,473,2
8862955,248,3
8863868,323,1
8868524,163,18
8868959,197,2
8868985,197,2
8871170,169,1
8879401,55,2
8879601,129,2
8880694,765,13
8881338,62,1
8885502,128,1
8885527,181,1
8886902,162,7
8887496,259,32
8888470,409,1
8890635,624,1
8891712,36,0
8892707,283,3
8893293,361,2
8896136,489,32
8896850,98,1
8898096,217,7
8899160,523,2
8899863,136,10
8900088,336,5
8900569,28,1
8906208,40,1
8907731,262,6
8909236,401,3
8910348,314,4
8911262,293,1
8913773,148,1
8914764,496,9
8915781,26,0
8916818,42,1
8918998,246,11
8920660,102,4
8924063,197,21
8926151,203,1
8930650,864,8
8931703,113,1
8933269,165,1
8937339,163,4
8938441,932,3
8940022,122,1
8944133,194,1
8945052,516,9
8945088,330,7
8946203,428,3
8948953,74,1
8949867,757,2
8950843,320,16
8953634,145,8
8956329,255,3
8956689,365,8
8957919,226,1
8958531,694,1
8958774,65,1
8960042,323,5
8960841,103,1
8960915,281,3
8962259,214,1
8962612,85,1
8964873,145,1
8966669,236,3
8966958,63,9
8968327,116,11
8971722,11,1
8974075,11,1
8976294,58,1
8977906,31,1
8979800,1756,3
8980644,21,1
8983600,36,1
8983857,457,1
8986600,59,3
8988125,53,1
8989581,39,1
8992642,258,2
8993746,259,2
8994087,185,2
8995738,315,1
8999365,312,1
8999931,268,1
9000908,172,1
9006592,221,2
9006715,205,2
9007739,51,1
9011665,158,2
9012341,298,2
9015340,905,15
9015705,1784,4
9016072,171,1
9019150,516,14
9021833,277,4
9022755,450,1
9023618,110,1
9024425,43,1
9024956,1826,1
9027788,358,3
9028584,96,1
9029246,166,1
9030147,409,8
9031458,248,38
9039691,378,1
9040027,58,1
9040155,223,1
9044153,179,1
9044173,194,0
9044255,11,1
9044425,41,3
9044960,806,10
9045369,46,1
9046730,82,1
9049281,846,17
9053332,182,1
9053957,91,2
9054051,60,1
9054261,120,5
9056776,139,1
9057018,1155,8
9058471,65,1
9060123,653,2
9060434,2,1
9065736,230,1
9068363,69,1
9072474,296,1
9073033,159,1
9074218,108,2
9077134,349,2
9078179,380,1
9080090,235,3
9081637,275,1
9082536,750,612
9083285,1149,2
9083700,218,2
9086712,3252,59
9088780,480,1
9093509,505,1
9093842,228,2
9094213,162,1
9094370,758,13
9096103,253,2
9096134,997,1
9097229,299,3
9097434,94,5
9098817,428,17
9099948,242,1
9100220,2833,1
9108736,200,1
9110141,253,3
9111240,390,3
9111598,383,1
9112839,299,8
9114277,341,10
9114784,16,3
9115757,905,1
9116589,578,1
9119557,275,2
9120896,105,2
9121237,283,1
9122362,130,1
9123822,87,0
9124408,630,1
9126605,372,1
9128775,39,1
9129332,1547,3
9132676,48,1
9135156,241,0
9137157,560,1
9141905,95,1
9143126,158,6
9143936,392,14
9146915,17,1
9147435,315,1
9147873,195,7
9151460,254,1
9153452,48,3
9153646,107,4
9154706,1103,4
9157294,3402,8
9158818,477,53
9159893,99,1
9161014,246,1
9161024,359,1
9163704,563,1
9165153,93,1
9167575,199,2
9169433,106,1
9171441,242,15
9172321,155,4
9172501,847,2
9173373,171,1
9173475,136,1
9173763,275,1
9174560,212,6
9175032,308,15
9175139,406,4
9175198,185,1
9175581,319,2
9176400,179,1
9178521,271,1
9178539,16,1
9181182,301,5
9184454,512,2
9186916,79,1
9189083,84,1
9189830,185,2
9190307,24,1
9190539,478,1
9191315,725,14
9191521,606,2
9194230,658,2
9194585,340,2
9195529,186,3
9196820,100,1
9203553,173,1
9203916,68,23
9207985,18,1
9208289,69,1
9209963,298,1
9209965,98,1
9210870,178,3
9214607,21,2
9222182,131,3
9223384,97,1
9228158,316,2
9228889,28,1
9230361,577,5
9230851,96,8
9232982,120,5
9233501,293,10
9235336,1317,4
9237029,306,3
9238385,38,6
9239079,38,0
9239704,301,2
9240132,177,2
9241261,276,1
9243289,161,2
9244391,717,11
9249378,595,6
9250766,389,5
9250836,285,2
9251148,179,2
9254474,252,1
9255143,139,1
9258459,691,8
9260939,70,1
9260949,273,2
9261312,572,6
9262512,157,1
9263069,530,1
9265966,111,1
9266402,292,1
9267485,59,1
9268467,64,1
9269975,70,1
9272177,61,1
9273247,37,1
9276427,179,1
9278362,86,1
9278774,33,4
9279682,100,1
9279820,72,1
9282460,180,2
9282580,239,2
9283110,50,2
9284327,367,4
9285493,410,1
9285867,75,1
9286181,121,1
9286576,202,1
9289165,705,1
9289678,116,2
9291510,423,1
9293056,111,2
9294275,182,4
9294356,249,1
9297451,147,1
