user_id,products,reviews
1331286,1191,15
1332033,29,1
1339309,137,1
1344798,46,1
1357645,42,2
1358784,92,2
1360096,259,1
1370052,1213,67
1375409,212,1
1376022,1569,3
1379779,92,3
1393627,496,3
1408795,302,1
1414993,245,1
1424822,395,1
1428857,97,1
1434938,189,1
1439363,488,1
1441907,540,1
1446933,191,3
1455822,173,1
1463999,10,1
1466969,184,1
1467115,464,1
1472274,63,1
1473668,275,3
1473872,25,1
1506015,78,2
1507634,264,10
1531123,126,16
1539727,910,5
1555824,135,2
1565675,210,1
1567520,99,1
1569815,273,8
1569922,205,1
1571776,126,2
1585396,229,2
1611265,169,2
1619302,250,7
1634358,803,2
1636082,514,15
1648368,178,3
1649288,102,3
1654190,119,1
1663516,196,2
1666715,98,4
1669787,69,2
1693468,35,1
1703208,259,3
1727071,172,1
1731720,486,9
1738779,316,3
1762697,18,2
1766429,46,1
1767759,289,1
1780048,352,9
1808388,426,1
1816291,161,1
1817138,362,2
1847852,376,1
1857988,319,8
1874625,60,1
1901990,878,13
1903200,257,2
1904852,266,1
1923986,146,11
1926170,168,7
1934959,138,3
1938608,895,6
1982697,580,1
1987657,508,6
2000504,109,2
2015478,325,2
2038535,307,5
2075958,225,1
2079636,613,1
2150564,136,16
2158570,644,1
2163659,54,4
2172652,137,1
2173806,1842,1
2175433,1021,1
2185211,250,1
2195059,249,1
2195771,267,1
2237755,27,1
2257350,569,2
2257970,500,1
2262116,229,3
2298484,675,3
2315241,58,1
2315982,99,5
2317172,126,2
2321913,505,2
2329315,714,6
2343302,330,55
2348495,475,3
2360794,8,1
2370210,368,4
2402040,63,1
2411869,109,5
2427398,152,1
2439811,166,2
2454041,443,15
2465149,147,1
2469014,130,4
2495077,91,1
2509874,320,6
2536862,43,6
2563457,26,4
2572016,57,2
2590903,72,1
2619083,467,2
2634321,3304,20
2636704,45,1
2653661,184,1
2654328,622,1
2698507,1543,2
2739568,683,16
2754574,281,1
2761117,335,1
2763700,5,1
2764886,187,8
2774130,72,2
2779506,287,1
2781331,413,2
2783707,895,2
2786021,100,2
2798551,189,10
2806067,154,1
2814916,312,1
2821615,173,1
2832805,101,1
2834297,291,1
2858327,137,2
2870991,330,1
2884582,249,1
2895451,347,1
2901514,113,1
2917401,335,1
2920709,217,2
2926929,408,9
2939133,77,2
2945917,329,1
2969647,30,1
2977633,191,10
2982105,1274,1
2991574,180,2
2995072,106,5
3003247,330,7
3006012,198,2
3007350,71,4
3018874,52,6
3047753,274,1
3065250,422,4
3094557,102,2
3126485,279,6
3132010,70,1
3137483,397,1
3140100,49,1
3145897,66,2
3170558,294,2
3173114,275,0
3175675,131,0
3193009,198,1
3200166,150,1
3205676,494,1
3206053,264,1
3208629,174,1
3211338,306,11
3214541,68,1
3221923,235,0
3227990,111,7
3230680,287,2
3233858,680,47
3234523,554,1
3238761,37,1
3239087,302,2
3240907,69,1
3245449,22,2
3249396,436,2
3258798,769,1
3260792,89,14
3263623,178,12
3265851,158,1
3273976,407,7
3280597,354,3
3284184,466,7
3291375,226,2
3294162,231,3
3295757,193,2
3296331,602,2
3298751,808,1
3314463,64,1
3317103,81,1
3324994,330,1
3325901,392,1
3332192,399,1
3335911,215,1
3336612,244,0
3343657,103,2
3349807,388,1
3352790,122,1
3363006,155,1
3372196,215,1
3388868,171,2
3390869,210,5
3395983,341,1
3402030,332,12
3402755,109,3
3413457,54,1
3419975,10,2
3420744,112,1
3427200,166,3
3437404,33,0
3437687,307,3
3438430,74,1
3440704,246,2
3443060,6,1
3443749,535,1
3444842,103,0
3464629,260,2
3476577,36,1
3488109,326,1
3500912,91,1
3502091,539,3
3508723,222,2
3509800,537,3
3517951,732,3
3517982,227,1
3529180,116,5
3540975,254,1
3546293,154,1
3550499,257,29
3565502,202,10
3572448,687,2
3574709,191,2
3578693,777,3
3581267,124,4
3583273,970,1
3599454,15,1
3629268,3096,11
3631765,953,1
3650508,427,1
3658625,510,6
3670394,169,1
3670612,465,2
3686770,311,10
3690809,44,1
3702352,80,1
3720231,1096,2
3720365,280,2
3727517,469,3
3741057,185,4
3753653,85,2
3754763,392,1
3759908,186,1
3770939,137,2
3772941,43,1
3777702,153,1
3781306,872,1
3793554,79,3
3796142,13,3
3797337,188,1
3821376,232,6
3822080,135,1
3845929,1294,1
3875109,497,1
3913314,172,1
3942338,209,2
3966125,476,1
3996301,78,1
3998419,529,9
4000465,459,3
4023155,178,1
4029954,135,2
4037083,64,1
4041982,139,1
4047893,231,6
4056473,761,3
4069419,66,1
4075180,24,1
4075314,2727,4
4075657,91,0
4083636,13,1
4104345,265,3
4105269,70,1
4109011,289,7
4110387,20,1
4112189,289,22
4123486,1815,2
4123488,433,10
4131422,446,3
4141509,156,1
4142406,129,2
4150722,268,5
4154553,95,6
4157842,93,1
4160757,641,4
4174178,87,3
4193900,381,3
4205064,20,1
4214950,349,2
4224726,140,2
4235174,72,5
4242082,235,4
4243539,348,8
4247563,114,1
4270709,110,3
4272125,383,1
4284254,35,1
4287072,2382,7
4293636,411,1
4297590,59,1
4330923,155,1
4335321,106,1
4342259,2250,2
4342603,306,1
4350434,819,2
4362637,583,3
4363820,100,1
4368141,339,1
4377983,344,3
4383136,180,1
4384719,1704,1
4395149,565,8
4401816,83,1
4404164,222,2
4406224,15,1
4408130,216,56
4415030,149,1
4427877,316,9
4433090,616,2
4462207,116,1
4463399,89,1
4465416,11,1
4465480,180,4
4482746,137,2
4485040,122,1
4488821,6,1
4492318,76,1
4498295,433,2
4510517,197,2
4512935,81,3
4514648,279,1
4517446,42,1
4518591,65,2
4521623,169,4
4530512,32,1
4533400,107,1
4536860,196,2
4541635,52,1
4575968,205,1
4579559,481,3
4585684,30,1
4586661,92,6
4591691,195,0
4604155,43,4
4607053,90,5
4627447,112,1
4631566,121,1
4631755,80,1
4654224,964,3
4674269,88,1
4683396,110,1
4685278,425,5
4686750,459,10
4690040,373,3
4705720,104,2
4716017,239,1
4720857,164,1
4725101,72,1
4727617,410,10
4733793,100,1
4739987,42,1
4742587,198,1
4749248,433,1
4749776,9,1
4757688,110,1
4763166,120,4
4763707,1308,2
4766322,71,1
4768738,566,3
4770116,100,2
4775304,194,1
4777884,239,1
4781781,396,1
4786943,15,1
4793220,222,1
4799423,169,6
4799484,5,1
4813481,44,4
4814692,165,3
4819842,483,4
4842043,322,4
4842557,339,1
4851968,44,1
4852805,172,3
4853131,613,1
4854093,59,1
4858351,49,1
4878319,84,1
4880956,156,21
4908968,183,1
4910092,151,1
4910645,883,17
4912193,431,1
4912888,520,1
4918219,97,1
4920596,48,1
4940244,200,5
4944834,311,1
4958955,226,1
4967317,1357,2
4971206,32,1
4977117,16,1
4978561,83,7
4979004,72,1
4979121,55,2
4988192,4,1
5002721,136,10
5006475,73,2
5016939,105,1
5017685,696,1
5018626,1055,9
5020313,1134,3
5022026,250,3
5025050,136,3
5025362,837,2
5032040,587,2
5036725,261,1
5042553,298,2
5045711,857,1
5047735,1941,152
5048489,165,3
5049810,585,1
5057577,43,1
5060694,372,16
5070634,611,2
5071322,178,3
5078675,164,1
5082594,965,1
5096677,15,2
5102555,90,1
5107173,16,1
5107791,222,36
5111579,133,1
5117796,145,1
5124628,275,6
5124713,182,1
5125273,294,2
5125574,111,3
5136881,46,1
5141358,1619,9
5142219,140,1
5143700,978,11
5144203,135,1
5144266,275,3
5146546,122,2
5149614,205,4
5160690,84,2
5161442,133,1
5166086,82,3
5167321,512,1
5167734,192,6
5171263,321,5
5179372,113,1
5183203,501,2
5189575,28,0
5191850,655,6
5208645,197,2
5208660,189,1
5215236,267,7
5217185,168,6
5221202,51,1
5228262,58,2
5230578,117,2
5231040,496,1
5231250,238,1
5243958,7291,8
5247961,139,2
5249275,336,1
5249299,835,8
5253718,994,2
5261803,382,1
5262606,21,1
5265084,44,1
5266656,2559,2
5278398,356,1
5281087,55,1
5289294,287,1
5292637,20,2
5293897,712,6
5307395,156,1
5311835,295,1
5320932,26,1
5324202,790,2
5327349,763,1
5330242,185,1
5331878,194,1
5335186,58,1
5336306,1530,2
5337314,1252,199
5345080,477,7
5346323,161,3
5353202,421,1
5355116,309,4
5374999,389,3
5377877,376,1
5378040,201,2
5381780,667,2
5382866,2723,109
5383203,77,5
5393061,112,4
5395985,783,1
5401176,219,1
5403397,472,13
5410993,604,2
5413142,28,1
5416573,189,1
5416840,59,1
5421464,179,4
5421930,275,2
5422144,55,1
5430274,44,1
5432959,233,4
5433047,124,2
5434106,283,1
5438201,62,4
5442195,203,2
5443296,317,11
5449121,3686,8
5449185,216,1
5449328,395,1
5451170,58,1
5458151,187,1
5460366,2474,37
5485135,702,15
5486038,242,1
5505258,38,1
5505458,142,1
5509170,628,1
5509974,216,2
5511583,41,1
5516372,330,1
5520043,91,3
5520050,430,1
5523600,320,13
5529452,391,1
5530561,541,4
5534474,116,1
5543419,149,1
5545532,149,1
5551983,444,1
5552733,87,3
5553128,40,1
5554035,235,1
5560009,134,0
5561559,474,1
5561781,385,1
5562709,585,2
5566300,971,1
5569264,244,4
5570011,167,2
5573022,79,1
5580293,249,2
5580797,30,1
5581185,201,1
5583498,175,1
5586404,1936,19
5586772,213,2
5587667,48,9
5589773,273,3
5591209,172,3
5591702,1592,8
5601830,130,6
5604695,54,1
5605991,627,4
5607194,941,2
5608786,367,4
5614674,95,1
5615403,1230,4
5616040,148,1
5616189,73,1
5616413,187,1
5617184,221,1
5630200,612,1
5634702,362,1
5637312,224,12
5646430,104,4
5652605,376,1
5659980,166,1
5660916,271,4
5662007,328,1
5662594,502,1
5666266,129,1
5672562,118,1
5682311,504,55
5686091,303,2
5687199,94,3
5689552,359,13
5692265,115,7
5692382,565,5
5692467,828,11
5697789,83,11
5710274,2052,1
5720162,38,2
5732372,763,1
5732806,56,2
5733997,480,5
5734849,84,1
5741097,124,9
5743604,1483,4
5749083,131,1
5749301,477,1
5757192,101,1
5761822,261,4
5764364,289,5
5767846,443,7
5775649,629,2
5777630,193,2
5782825,239,2
5797222,232,2
5800753,107,6
5807891,757,2
5808922,257,3
5812372,74,8
5812377,481,1
5819152,299,3
5819696,143,1
5820350,85,1
5828197,112,1
5830410,138,4
5840528,7,1
5840917,147,1
5847886,524,6
5852119,165,1
5852362,829,12
5866264,913,10
5867446,101,1
5871186,374,1
5889668,811,1
5893695,299,1
5894518,255,1
5898587,29,1
5900555,52,2
5900603,905,11
5901259,117,3
5903442,20,1
5905798,18,2
5906854,912,1
5909373,34,1
5911585,176,2
5912081,188,2
5925834,61,1
5926444,22,1
5932902,56,1
5935837,44,2
5938698,327,1
5948592,595,15
5955357,31,1
5955410,4416,26
5960669,181,5
5964967,28,1
5968436,387,1
5970687,674,9
5975872,142,1
5977172,1009,3
5979596,382,3
5983245,27,1
5993658,128,11
6009611,378,1
6010020,469,6
6015551,1104,1
6017734,236,6
6023647,31,1
6037840,6,1
6039034,428,2
6039218,267,3
6039338,465,1
6043635,416,2
6047321,466,4
6048938,147,1
6057129,1311,1
6057521,19,1
6061858,331,1
6085139,116,2
6089718,345,2
6094202,1638,10
6095687,147,4
6101679,174,1
6104849,164,10
6109118,78,1
6120130,484,5
6122866,167,1
6123318,8,1
6130595,464,2
6133618,1390,37
6137088,47,1
6143254,85,1
6147437,738,12
6147730,98,2
6156936,59,1
6158810,229,2
6166544,422,1
6167435,133,4
6167727,471,1
6167880,186,1
6170846,73,1
